CustomerID,cluster_kmeans,EngagementScore,AdSpend,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,PreviousPurchases,LoyaltyPoints
8000,1,0.32959375,6497.870068417766,0.088031412072881,0,2.399016527783845,7.396802580796058,4,688.0
8001,0,0.46743749999999995,3898.6686056807257,0.18272468252179,42,2.9171377546565185,5.352548601242156,2,3459.0
8002,3,0.4838046875,1546.4295957990923,0.0764227200769893,2,8.223619097965173,13.794901465536537,8,2337.0
8003,2,0.5558515625,539.5259357793692,0.0880041866896052,47,4.540938973132648,14.688362621260511,0,2463.0
8004,3,0.4314296875,1678.0435726570656,0.1099401031792947,0,2.046847118073755,13.993370402628964,8,4345.0
8005,3,0.5156875,9579.388246784005,0.1613161264701013,6,2.1258497188974825,7.75283124173589,0,3316.0
8006,0,0.45414062499999996,7302.8998515526,0.0609768202791524,42,1.753994644846414,10.698671609738582,6,930.0
8007,0,0.5268359374999999,5324.283667249509,0.1889459248608511,48,2.6260147804299696,2.9878173820459533,0,2983.0
8008,3,0.511328125,9421.250950540458,0.1125850114170922,13,5.472842819871711,14.287420579067645,5,460.0
8009,1,0.35090625,6229.193333047879,0.1697856796231377,22,1.1356646981040013,4.613311983530028,8,3789.0
8010,0,0.6269218750000001,7283.887363978606,0.1098675118566435,47,2.054180721644969,3.294720457220691,6,1987.0
8011,3,0.5662578125000001,2898.2530032081336,0.1566787071906025,16,9.16410933538071,1.3722992112148078,5,2403.0
8012,3,0.5190625,5930.920251533039,0.0197699429720159,13,8.889232340428132,8.480384140532976,4,2946.0
8013,3,0.5938828125000001,1520.4247185486186,0.1618503715197726,8,8.497723392296296,14.252724962307653,2,2818.0
8014,3,0.56715625,4104.383137457977,0.109552291663889,20,7.356534606290646,2.4660296351671014,1,3247.0
8015,0,0.3555000000000001,429.07921736744015,0.0953889617554506,44,6.95369491204816,2.2520393830350898,1,4474.0
8016,1,0.4508515625,2244.6180670685367,0.0312058366562549,1,3.479642300460536,4.452665667280358,8,3252.0
8017,2,0.65121875,841.1994312844795,0.1508968823926174,31,4.0149507927033445,10.148211448254632,2,3463.0
8018,1,0.4186953125,3939.010313121591,0.0349210939757863,7,3.1222196163658817,8.44329584248851,6,2222.0
8019,0,0.5591093749999999,8446.048129921053,0.0465403844327586,35,9.822822688497828,1.8950009240635688,3,3644.0
8020,1,0.36478906250000004,3841.5476528160257,0.0340204185848331,25,6.708743067769062,6.913353501464534,6,1651.0
8021,0,0.5038437499999999,8333.232297346969,0.011871636446514077,36,9.69190632380631,1.470518152555739,5,2586.0
8022,2,0.656171875,6599.333294530985,0.1357636182127649,14,3.4460780379605,12.85260043957216,9,1989.0
8023,1,0.3635625,5144.341521645195,0.0614603685066052,33,6.5908820051354216,2.0531207988121314,3,1417.0
8024,1,0.397734375,2445.2277632871724,0.0383993872462522,20,7.830556785210321,7.33382552085477,2,1563.0
8025,0,0.5355624999999999,9229.345319157108,0.0707947716777232,22,1.852651784450584,7.901721933466988,3,2227.0
8026,3,0.3963515625,636.5880075361293,0.1048260913938686,8,7.002648583172598,8.186830947810558,1,129.0
8027,0,0.5740390625,6920.238875218272,0.1056483789680143,39,2.52165310818842,9.33274626153203,1,2688.0
8028,0,0.5446015625,6250.274938812751,0.0797672415830722,25,3.9527420104793984,10.67294510281997,3,68.0
8029,2,0.5999140625,4466.311070339615,0.1040371314978715,42,7.445377034619436,0.6262352299301114,2,3079.0
8030,0,0.598921875,2479.1774573967928,0.0911948769810488,21,4.960582617824441,0.9482583271575142,4,1011.0
8031,2,0.6518046875,4363.889774768142,0.1663063969270523,12,9.29045667982302,9.367495241283509,0,911.0
8032,1,0.39713281250000004,8740.449982978864,0.0156266538233245,24,3.170819821328504,3.1410596327745486,6,4683.0
8033,3,0.607890625,8383.984491524046,0.1749257253313789,6,2.384030881810251,12.561754154488307,3,467.0
8034,0,0.453140625,9419.674374772589,0.0563438985789388,26,4.034547735123173,9.598918909699371,5,653.0
8035,3,0.5194609375,3147.1527455899554,0.1471386208568876,14,8.667309012438816,14.715810565969887,1,2429.0
8036,3,0.5274531250000001,3932.3311678518417,0.0869575271046961,11,8.626820998058339,11.056062210688513,3,1066.0
8037,0,0.4451171875,285.3889113326469,0.0659232632559093,44,4.323750219686711,1.81535897967326,4,257.0
8038,2,0.5774375,9435.204947728082,0.126916000869978,32,8.28858086225458,2.979151166863559,5,4709.0
8039,1,0.308921875,3360.961908990961,0.1560880395839898,20,1.700094274755053,1.1749590102378389,0,2885.0
8040,0,0.46284375,4101.221833176633,0.0954879260896847,24,1.0924642461995622,11.247050051443615,3,1476.0
8041,0,0.48399218749999995,9087.265653329208,0.0986452301824413,39,8.783242758213401,2.3389376321483093,1,3243.0
8042,2,0.607265625,5313.32445865145,0.0211827321058591,46,8.866645175813446,10.124628655923578,9,3513.0
8043,3,0.4684609375,5705.127963379232,0.1855592363192903,21,2.290589950043227,8.553267291850656,0,913.0
8044,3,0.5282734375,1844.7050976940768,0.1709103723247892,13,3.679429010942673,9.68281578896813,8,2136.0
8045,3,0.554296875,5036.734206104679,0.0856186296330627,7,8.655366185211038,7.875713522347193,0,284.0
8046,1,0.4744453125,9190.265148996865,0.1553406165005061,23,1.75390254497437,0.6889163080524987,1,4275.0
